date,state,city,weather,light,visibility,fatalities,primary_cause,type,pilot_age,total_hours_model_flown,hours_model_flown_90_days,hours_flown_90_days,total_hours_flown,pilot_certification,engines,aircraft_make,aircraft_model,hours_airframe,remarks
2/16/1978,OH,CLEVELAND,Light Snow,Day,null,null,null,System Malfunction or Failure,43,100,null,null,1500,null,1,CESSNA,206,null,"PILOT LOST COMMUNICATINS, THEN NAVIGATION. SWITCHING PANEL SLIPPED OUT OF PLACE."
2/16/1978,CO,BROOMFIELD,Fog,Day,2,null,Pilot/Miscellaneous Unsafe Actions,Other/Miscellaneous,31,25,null,null,5800,null,2,PIPER,PA31T,null,PILOT TAXIING ON UNFAMILIAR SNOW-COVERED RAMP TURNED INTO A SHALLOW DEPRESSION. A PROPELLER STRUCK THE GROUND.
2/17/1978,CA,SAN DIEGO,null,Day,Greater than 10 miles,null,null,Gear Collapse,27,56,null,null,2013,null,2,PIPER,PA34200,null,NOSE GEAR COLLAPSE AFTER LANDING DUE TO FAILURE OF THE NOSE GER MOUNT ASSEMBLY.
2/17/1978,ID,BURLEY,null,Day,Greater than 10 miles,null,null,Engine Malfunction,null,700,null,null,1800,null,1,CESSNA,172,null,OIL PRESSURE DROPPED TO ZERO DURING CRUISE. ENGINE SEIZED. ENGINE OIL SUPPLY ADEQUATE.
2/9/1979,IL,HUDSON,Hurricane,Day,5,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,18,60,null,null,165,null,1,CESSNA,182,null,"PILOT LOST DIRECTIONAL CONTROL ON TAKEOFF, RAN OFF RUNWAY."
2/13/1978,MS,JACKSON,Whirlwind,Day,Greater than 10 miles,null,null,Gear Collapse,60,350,null,null,7050,null,2,CESSNA,310,null,PILOT UNABLE TO EXTEND NOSE GEAR. THE TUBE ASSEMBLY MAIN GEAR LINKAGE WAS BENT.
1/26/1978,TX,BRIDGEPORT,Hurricane,Day,null,null,Miscellaneous Misuse - Fuel System,Fire or Explosion - On Ground,35,31,null,null,37,null,null,PIPER,PA28/,null,STUDENT OVERPRIMED ENGINE WHICH IGNITED AS GAS FUMES COLLECTED IN CARB HEAT BOX.
3/26/1979,CA,SANTA ANA,Hurricane,Dusk,Greater than 10 miles,null,null,Gear Collapse,40,86,null,null,415,null,2,CESSNA,310,null,"AIRCRAFT SETTLED ON RIGHT SIDE, DAMAGED PROP TIPS, TOOK OFF AGAIN. RETRACT LINK HAD FAILED, COLLAPSED ON LANDING."
11/2/1978,TX,SAGINAW,null,Day,null,null,Landing Far Down / Land Area Overshot,Overshoot Landing,24,15,null,null,80,null,1,CESSNA,152,null,"OVERSHOT LANDING, STRUCK FENCE AT END OF RUNWAY."
1/26/1978,AK,NEWTOK,Hurricane,Day,null,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,38,6,null,null,49,null,1,PIPER,PA18,null,PILOT LOST DIRECTIONAL CONTROL AFTER ENCOUNTERING ROUGH SURFACE CONDITIONS.
1/27/1978,NJ,BURLINGTON,Light Snow,Night,null,null,null,null,53,3500,null,null,4500,null,2,PIPER,PA30,null,UNABLE TO GET GREEN SAFE LIGHT ON GEAR FOR LANDING. NO WARNING HORN. GEAR COLLAPSED ON LANDING.
4/19/1979,VA,HILLSVILLE,Hurricane,Day,null,null,null,Other/Miscellaneous,36,15,null,null,340,null,1,CESSNA,T210F,null,PILOT MADE PRECAUTIONARY LANDING DUE TO ROUGH ENGINE. LOOSE CLAMP FOUND ON INTAKE PIPE #3 CYLINDER.
1/28/1978,FL,null,null,Unknown,null,null,Lost On/Off Course - VFR ,Other/Miscellaneous,null,48,null,null,48,null,1,CESSNA,150,null,STUDENT BECAME LOST ON SOLO CROSS COUNTRY FLIGHT. LANDED AT NAS.
1/28/1978,MA,LAKEVILLE,Hurricane,Day,null,null,Unsuitable Terrain Snow/Ice Area,Other/Miscellaneous,38,230,null,null,686,null,1,BLANCA,7,null,"WHILE ATTEMPTING A LANDING ON A FROZEN POND, AIRCRAFT HIT AREA OF THIN ICE AND BROKE THROUGH."
1/28/1978,CT,SIMSBURY,Hurricane,Day,Greater than 10 miles,null,Unsuitable Terrain Snow/Ice Area,Loss of Directional Control - Ground Loop,26,10,null,null,70,null,1,PIPER,PA28140,null,AIRCRAFT HIT ICY SPOT ON SIDE OF RUNWAY AND SWERVED AND HIT SNOWBANK.
1/28/1978,DC,WASHINGTON,Hurricane,Day,null,null,null,Gear Collapse,null,null,null,null,null,null,1,BEECH,B24R,null,NOSE WHEEL RETRACTED DURING LANDING ROLL.
1/29/1978,VA,CHANTILLY,Light Snow,Night,null,null,null,Other/Miscellaneous,41,null,null,null,null,null,2,BEECH,B90,null,AIRCRAFT LOST MAIN WHEEL ON TAKEOFF. LANDED ON FOAMED RUNWAY WITHOUT INCIDENT.
1/29/1978,IL,MONMOUTH,null,Day,null,null,null,Engine Malfunction,null,20,null,null,212,null,1,CESSNA,210,null,ENGINE LOST POWER AFTER LEVEL OFF. LANDED GEAR UP IN SNOW COVERED FIELD.
1/29/1978,CA,SANTA YNEZ,Hurricane,Day,10,null,Failed to Avoid Objects or Obstructions,Collision With Other,48,165,null,null,180,null,1,PIPER,PA28235,null,"WHILE MANEUVERING AIRCRAFT IN PARKING AREA, WINGTIP STRUCK PROP SPINNER OF PARKED AIRCRAFT."
1/29/1978,NM,GALLUP,Hurricane,Day,Greater than 10 miles,null,Failed to Maintain Adequate Flying Speed,Hard Landing,49,106,null,null,1000,null,1,NAMER,SNJ5,null,LOST DIRECTIONAL CONTROL AFTER A HARD LANDING.
2/4/1978,MS,STARKVILLE,Hurricane,Day,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Overshoot Landing,null,17,null,null,98,null,1,CESSNA,172,null,"PILOT DELAYED GO AROUND, HIT A FENCE ON THE WAY OUT. LANDED SUCCESSFULLY."
2/4/1978,OH,SWANTON,Hurricane,Dusk,null,null,null,Wheels - Up Landing,29,8,null,null,225,null,1,MOONEY,M20A,null,PILOT UNABLE TO EXTEND RIGHT MAIN DUE TO ICE ACCUMULATION FROM PREVIOUS TAKEOFF IN SLUSH.
2/5/1978,FL,LAKE CITY,Hurricane,Day,null,null,Inadequate/Improper Preflight Planning/Preparation,Other/Miscellaneous,57,300,null,null,1000,null,1,BEECH,35,null,"DOOR POPPED OPEN AFTER LIFTOFF, GEAR WAS UP. PILOT STARTED TO LAND, PROP TIPS HIT RUNWAY.HE THEN WENT AROUND."
2/5/1978,NY,MIDDLETOWN,Hurricane,Day,10,null,Inadequate Inspection of Aircraft - Preflight,Forced Landing,null,392,null,null,400,null,1,PIPER,PA24,1574,"ENGINE VIBRATED, LOST POWER, THEN QUIT. CARBURETOR FLOAT BOWL CONTAMINATED WITH WATER."
2/6/1978,UT,PROVO,Hurricane,Day,10,null,Extended Gear Too Late,Wheels - Up Landing,21,8,null,null,108,null,1,PIPER,PA28R201T,null,"NOSE GEAR FAILED TO EXTEND FULLY. PROP TIPS CONTACTED THE RUNWAY,PILOT PULLED NOSE UP, THEN THE GEAR LOCKED DOWN."
2/6/1978,SC,GREER,Light Snow,Day,Greater than 10 miles,null,Inadequate Inspection of Aircraft - Preflight,Other/Miscellaneous,41,null,null,null,null,null,2,BEECH,200,null,"PILOT FAILED TO REMOVE TOW BAR BEFORE TAKEOFF. STRANGE NOISE DURING RETRACTION. GEAR EXTENDED OK, LANDED OK."
5/7/1979,VA,REDWOOD,Hurricane,Day,null,null,null,Forced Landing,52,150,null,null,275,null,1,PIPER,PA22150,null,ZA POWER LOSS IN FLIGHT. EXHAUST VALVE STUCK OPEN DUE TO CARBON DEPOSIT.
12/20/1979,MT,LAUREL,Hurricane,Day,Greater than 10 miles,null,null,Nose Up or Over,27,20,20,20,132,null,1,PIPER,PA20,2414,"BRAKES LOCKED ON LANDING,AIRCRAFT VEERED OFF RUNWAY. NOSED OVER. FOUND PARKING BRAKE VIBRATED TO ON POSITION."
1/19/1979,FL,WEST PALM BEACH,Hurricane,Day,null,null,Selected Unsuitable Terrain,Nose Up or Over,65,3026,10,10,3026,null,1,CESSNA,182,440,THE NOSE WHEEL HIT A SOFT SPOT IN THE RUNWAY ON LANDING. THE AIRCRAFT TURNED OVER.
10/14/1979,TX,CYPRESS,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,45,227,62,74,1109,null,1,DHAVXX,DH82AROBRTSN,4906,RIGHT MAIN LANDING GEAR COLLAPSED ON LANDING ROLL. ROUGH RUNWAY. FATIGUE CRACK.
4/11/1979,NY,ROCHESTER,null,Day,null,null,null,Other/Miscellaneous,42,200,null,null,1500,null,1,PIPER,PA32260,null,AIRCRAFT RETURNED TWICE WITH ROUGH RUNNING ENGINE. POSSIBLE CARBURETOR ICE.
6/6/1979,CA,HOLTVILLE,Light Snow,Day,Greater than 10 miles,null,Downwind Takeoff or Landing,Overshoot Landing,43,953,66,66,1027,null,1,CESSNA,182,961,LANDED DOWNWIND RAN OFF FAR END OF RUNWAY.NO WIND INDICATOR A FACTOR.
6/19/1977,CN,RED LAKE,Hurricane,Day,5,2,Continued Aircraft Speed - Exceeded Load Design,Airframe Failure - In Flight,null,265,null,null,584,null,1,BEECH,S35,null,"ENCOUNTERED SEVERE TURBULENCE. AIRCRAFT BROKE UP IN FLIGHT. OVER GROSS WEIGHT AND AFT CG, STABILIZER IMBALANCE."
7/19/1979,OK,ALVA,null,Day,null,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,17,5,null,null,12,null,1,BBAVIA,7,null,ZD STUDENT LOST DIRECTIONAL CONTROL ON TAKEOFF.
3/10/1979,CA,VAN NUYS,Wind,Day,Greater than 10 miles,null,Pilot/Miscellaneous Unsafe Actions,Aircraft Collisions - On Ground,53,850,null,null,2950,null,2,BEECH,D50B,null,PILOT DEPLANED WITH ENGINES RUNNING TO REMOVE NOSE LANDING GEAR BLOCK. AIRCRAFT ROLLED INTO ANOTHER AIRPLANE.
4/3/1979,AK,PORT ALSWORTH,Light Snow,Night,null,null,Selected Unsuitable Terrain,Nose Up or Over,32,30,null,null,4700,null,1,CESSNA,U206G,null,"PILOT LANDED ON MUDDY RUNWAY, WENT UP ON THE NOSE."
8/19/1979,MI,MANCHESTER,null,Day,5,null,Landed Short,Undershoot Landing,58,24,15,52,1700,null,null,BRASOV,IS28B2,104,"INSTRUCTOR GAVE STUDENT SIMULATED ROPE BREAK ON TAKEOFF. STUDENT MADE ERROR, ACFT CRASHED SHORT OF RUNWAY."
1/2/1979,IL,PEORIA,Hurricane,Day,Greater than 10 miles,null,Miused Carburetor Heat / Deicing Procedure,Forced Landing,null,119,null,null,121,null,1,PIPER,PA28151,null,ENGINE LOST POWER AND STOPPED DURING CLIMB. NO ENGINE PROBLEM FOUND. PILOT MISMANAGED FUEL SELECTOR OR CARB HEAT.
7/31/1979,NM,ALBUQUERQUE,Light Snow,Day,Greater than 10 miles,null,null,Gear Collapse,36,27,null,null,750,null,1,CESSNA,210,null,UNABLE TO EXTEND NOSE GEAR FOR LANDING. FOUND UPLOCK ACTUATOR JAMMED.
8/7/1979,WI,PLATTEVILLE,Wind,Dusk,Greater than 10 miles,null,Poor Preflight Planning - Aircraft Performance,Collision With Other,49,850,17,71,1273,null,1,CESSNA,182,790,PILOT TOOK OFF FROM A RAMP FOR A MAINTENANCE TEST FLIGHT. HE HAD 625 FEET OF USABLE RUNWAY. ACFT CRASHED IN A FIELD.
3/30/1979,FL,GAINESVILLE,Hurricane,Night,null,null,null,Gear Collapse,47,34,null,null,260,null,1,PIPER,PA28R200,null,"GEAR LIGHTS SHOWED SAFE, NO WARNING HORN. NOSE GEAR COLLAPSED AFTER TOUCHDOWN."
1/23/1979,CA,OXNARD,Hurricane,Night,null,null,Miscellaneous Unsafe Actions - Starting Engine,Collision With Other,25,60,null,null,60,null,1,CESSNA,150,null,"PILOT HAND PROPPED PLANE WHICH STARTED, ESCAPED, THEN STRUCK  PARKED PLANE, N732QC."
7/11/1979,CA,PALO ALTO,null,Day,Greater than 10 miles,null,Inadequate Flight/Supervising Pilot,Collision With Other,47,365,80,80,9000,null,1,CESSNA,172,2356,CFI LET STUDENT MISHANDLE CONTROLS ON LEVEL OFF. ACFT STRUCK TAXIWAY LIGHT IN NEAR STALL. FACTOR FLAP FUSE POP.
7/6/1979,NM,SOCORRO,null,Day,Greater than 10 miles,null,null,Hard Landing,44,70,12,12,4200,null,1,BELL,47,2833,"MADE HARD LANDING. NO ENGINE MALFUNCTION FOUND. POSSIBLE FACTORS, INEXPERIENCE AND DENSITY ALTITUDE."
12/12/1978,OR,MADRAS,Light Snow,Day,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,37,130,null,null,150,null,1,MOONEY,M20F,null,PILOT RETRACTED LANDING GEAR INSTEAD OF FLAPS ON LANDING ROLLOUT.
2/1/1979,TX,HOUSTON,Hurricane,Day,4,null,null,Forced Landing,34,200,null,null,3500,null,1,BELL,206,null,ZA FORCED LANDING AFTER POWER LOSS. REPLACED GOVERNOR.
3/21/1979,CA,GRASS VALLEY,null,Day,null,null,Collided With Object on Final Approach,Collision With Trees,25,52,null,null,52,null,1,CESSNA,150,null,AIRCRAFT STRUCK TREE WHILE LANDING.
12/26/1978,FL,FT LAUDERDALE,Hurricane,Day,null,null,null,Wheels - Up Landing,28,130,null,null,375,null,1,CESSNA,177,null,PILOT UNABLE TO EXTEND THE NOSE GEAR. CAUSE NOT DETERMINED.
5/6/1979,PA,WEATHERLY,Light Snow,Day,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Wires-Poles,32,210,38,38,2147,null,1,BELL,47,5378,HELICOPTER STRUCK POWERLINES DURING LOW LEVEL SURVEILLANCE.
12/24/1979,CA,COMPTON,Hurricane,Day,null,null,Downwind Takeoff or Landing,Overshoot Landing,57,null,null,null,null,null,1,PIPER,PA28R201,null,RAN OFF END OF RUNWAY AFTER LANDING DOWNWIND.
6/23/1979,MO,BOWLING GREEN,Hurricane,Day,7,1,null,Stall,53,null,null,null,2000,null,1,AMTRDV,DAVISDA2A,35,AIRCRAFT STRUCK THE GROUND AT APPROXIMATELY AN 80 DEGREE ANGLE SHORTLY AFTER TAKEOFF. NO WITNESSES.
8/28/1979,AK,KETCHIKAN,Hurricane,Night,Greater than 10 miles,null,Selected Unsuitable Terrain,Nose Up or Over,31,250,null,null,9000,null,1,PIPER,PA22,null,AIRCRAFT NOSED OVER AFTER LANDING ON SOFT SANDY BEACH.
12/27/1978,FL,OPA LOCKA,Hurricane,Day,2,null,Forgot to Extend Landing Gear,Wheels - Up Landing,51,400,null,null,2200,null,2,PIPER,PA23250,null,PILOT LANDING IN MARGINAL WEATHER UNDER SPECIAL VFR CONDITIONS. FORGOT TO EXTEND GEAR BEFORE TOUCHDOWN.
5/16/1979,CO,RIFLE,Hurricane,Day,null,null,Improper Level Off,Hard Landing,57,11,null,null,250,null,1,BEECH,C23,null,STALLED AIRCRAFT 20 FEET ABOVE RUNWAY AND PLANE STRUCK RUNWAY NOSE LOW.
2/24/1979,CA,LLANO,Other,Day,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Other,47,3,null,null,25,null,null,LET,L13BLANIK,null,GLIDER WING HIT TWO METAL POLES WHILE TURNING COASTING OFF RUNWAY.
12/6/1978,OH,MANSFIELD,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,54,450,null,null,800,null,1,CONAER,LA4,null,PILOT UNABLE TO RETRACT GEAR THEN UNABLE TO GET SAFE EXTENSION INDICATION. LANDED. RIGHT MAIN COLLAPSED.
10/1/1978,NY,ALBANY,Hurricane,Night,8,null,null,System Malfunction or Failure,40,490,null,null,575,null,1,GULSTM,AA5,null,"PILOT NOTICED LIGHTS DIMMING, THEN RADIOS WENT DEAD. RETURNED, REPLACED THE ALTERNATOR."
4/14/1979,PA,BEAVER FALLS,Hurricane,Day,null,null,null,Gear Collapse,31,600,null,null,1000,null,1,PIPER,PA28R200,null,"PILOT COULD NOT EXTEND NOSE GER FULLY. NOSE GEAR UP STOP NOT PROPERLY RIGGED, CENTERING ROLLER OUT OF THE BRACKET."
10/30/1978,MS,COLUMBUS,null,Day,null,null,Landing Far Down / Land Area Overshot,Overshoot Landing,31,31,null,null,31,null,1,CESSNA,172,null,"STUDENT PILOT BOUNCED, ADDED POWER, LANDED, OVERSHOT. NOSED OVER IN A PLOWED FIELD."
10/1/1978,NM,GALLUP,null,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,32,16,null,null,227,null,1,CESSNA,182,null,STRUCK THE RUNWAY NOSE FIRST DURING AN ATTEMPTED TOUCH AND GO. DAMAGED THE PROPELLER.
11/15/1979,VA,VIENNA,Light Snow,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,52,610,35,63,9500,null,1,CESSNA,172,1087,AIRCRAFT CRASHED AFTER ENGINE STOPPED DUE TO FUEL EXHAUSTION.
8/13/1979,NM,CLOUDCROFT,Hurricane,Day,Greater than 10 miles,null,Insufficient Terrain Clearance in Route,Collision With Trees,28,7,7,113,240,null,1,CESSNA,172,646,BECAME LOST ENROUTE. ATTEMPTED TO FOLLOW ROAD IN CANYON. UNABLE TO CLEAR TERRAIN OR TURN. HIT TREES.
10/23/1979,TX,LANCASTER,null,Dusk,Greater than 10 miles,null,Failed to Maintain Adequate Flying Speed,Hard Landing,26,50,null,null,450,null,1,PIPER,PA28R201,null,"AIRSPEED GOT TOO LOW ON SIMULATED FORCED LANDING APROACH, AIRCRAFT SETTLED IN WITH POWER."
8/15/1979,CA,MAMMOTH LAKES,null,Day,Greater than 10 miles,null,Failed to Maintain Adequate Flying Speed,Stall,34,10,10,10,10,null,1,CESSNA,172,440,"STUDENT PILOT IN FIRST SOLO, BOUNCED ON LANDING. ATTEMPTED GO AROUND. VEERED OFF RWY INTO FENCE."
7/3/1978,CT,WINDSOR LOCKS,Hurricane,Day,null,null,null,System Malfunction or Failure,null,300,null,null,3200,null,2,PIPER,PA31,null,SMOKE FILLED PILOT COMPARTMENT FROM AN OVERHEATED PANEL LIGHT INVERTER. PART NUMBER 467142. LANDED OK.
8/27/1978,MD,FREDERICK,Hurricane,Day,2,null,Pilot/Miscellaneous Unsafe Actions,Other/Miscellaneous,53,null,null,null,null,null,1,CESSNA,172,null,VFR PILOT OPERATED UNDER IFR CLEARANCE IN IFR WEATHER.
12/8/1979,TX,FT HOOD,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,24,8,7,110,1882,null,1,CESSNA,305,5603,MADE WHEEL LANDING WITH TAIL WHEEL AIRPLANE. LOST CONTROL. GROUND LOOPED. CFI FAILED TO DEMONSTRATE MANEUVER.
12/7/1979,CA,LA VERNE,Hurricane,Night,null,null,Miscellaneous Unsafe Actions - Starting Engine,Propeller/Rotor Accident to Person,20,149,19,38,310,null,1,CESSNA,172,1125,"ENGINE FIRED WHEN PILOT TURNED PROP BY HAND, INJURING PILOT. UNABLE TO DETERMINE SWITCH POSITION. NO MAG DEFECTS."
2/11/1979,MO,INDEPENDENCE,Light Snow,Night,Greater than 10 miles,null,Inadequate Inspection of Aircraft - Preflight,Collision With Other,36,6,1,55,305,null,1,CESSNA,172,609,AIRCRAFT FAILED TO LIFTOFF RUNWAY. RAN OFF END INTO SNOW BANK. FROST ON AIRFRAME.
2/21/1979,NY,BATAVIA,null,Day,7,null,null,Gear Collapse,34,600,null,null,6700,null,2,PIPER,PA30,null,RIGHT MAIN GEAR FAILED DUE TO OVERLOAD. AIRCRAFT HAD BEEN USED FOR TRAINING ON ICY RUNWAYS.
9/22/1978,NH,NASHUA,Hurricane,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,53,1300,null,null,3000,null,2,PIPER,PA30,null,PILOT DID NOT REALIZE HAD HAD NOT LOWERED GEAR UNTIL IT WAS TOO LATE. LANDED GEAR UP.
2/3/1979,NY,MONTGOMERY,null,Day,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Other,21,2116,16,16,21,null,1,CESSNA,172,5006,STUDENT PILOT TAXIED INTO A PARKED AIRCRAFT.
5/6/1979,CA,DAGGETT,Light Snow,Day,10,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,50,305,null,null,445,null,1,CESSNA,172,null,"WHILE TAXING, A GUST OF WIND TIPPED AIRCRAFT UP ON NOSE AND WINGTIP."
3/28/1979,NY,SYRACUSE,Hurricane,Day,Greater than 10 miles,null,Failed to Follow Approved Procedure/Instruction,Other/Miscellaneous,43,94,null,null,102,null,1,CESSNA,172,null,PILOT TOOK OFF WITHOUT TOWER CLEARANCE.
7/5/1979,TX,THURMAN BEND,Light Snow,Day,Greater than 10 miles,null,Unsafe Acts By Third Party,Collision With Other,33,300,91,115,3948,null,1,CESSNA,172,360,BOAT RAN INTO SEAPLANE DURING TAKEOFF. AIRCRAFT STRUCK FROM BEHIND.
6/5/1979,OK,TULSA,Light Snow,Day,6,null,null,Wheels - Up Landing,36,1000,null,null,3000,null,1,CESSNA,T210M,null,"GEAR WOULD NOT EXTEND. WITH SOFT DRINK IN THE RESERVOIR, AND USE OF TOW BAR, LOWERED NOSE AND RIGHT MAIN."
5/6/1979,MO,LAKE WINNEBAGO,Light Snow,Day,null,null,Extended Gear Too Late,Wheels - Up Landing,39,200,null,null,980,null,2,PIPER,PA31,null,"PILOT WAS SLOW TO EXTEND GEAR. PROPS STRUCK RUNWAY, PILOT PULLED BACK ALLOWING GEAR TO FULLY EXTEND."
12/15/1979,NY,SHARON SPRINGS,Hurricane,Night,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,45,102,6,6,298,null,1,CESSNA,172,1145,"ATTEMPTED NIGHT TAKEOFF ON SNOW-COVERED, UNLIT RUNWAY. LOST DIRECTIONAL CONTROL.VEERED OFF RUNWAY."
3/13/1979,WI,MILWAUKEE,Hurricane,Night,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,38,76,66,69,137,null,1,CESSNA,172,437,"LOST CONTROL DURING LANDING ROLLOUT. HIT SNOWBANK. FACTORS GUSTY CROSSWIND, INEXPERIENCE."
9/4/1979,MA,BEDFORD,null,Day,null,null,null,Airframe Failure - In Flight,30,700,null,null,4200,null,1,CESSNA,172,5400,ASSYMETRICAL FLAP CONDITION DUE TO DRY AND DIRTY FLAP TRACK. PUSH PULL ROD WAS BENT. PN 05323919.
12/12/1978,CO,DENVER,Light Snow,Day,Greater than 10 miles,null,Extended Gear Too Late,Wheels - Up Landing,50,4,null,null,8670,null,2,CESSNA,340,null,PILOT EXTENDED GER TOO LATE. SAID HE DID NOT USE A CHECK LIST.
4/19/1979,CA,ADELANTO,Hurricane,Dusk,null,null,null,Forced Landing,37,70,null,null,750,null,1,CESSNA,210,null,ZW ENGINE STOPPED DUE TO INTERNAL FAILURE.
4/19/1979,OK,OKLAHOMA CITY,Light Snow,Day,Greater than 10 miles,null,null,Gear Collapse,62,1000,null,null,8200,null,2,BEECH,9555,null,"NOSE GEAR COLLAPSED ON LANDING ROLL. GEAR INDICATED SAFE, CAUSE NOT DETERMINED."
3/14/1979,AR,JONESBORO,Hurricane,Day,Greater than 10 miles,null,Drank Alcoholic Beverage,Collision With Wires-Poles,48,17,null,null,32,null,1,PIPER,PA28140,null,"AIRCRAFT STRUCK WIRES, THEN PARKED AIRCRAFT. PILOT WAS INTOXICATED."
8/26/1979,ND,BOTTINEAU,Hurricane,Day,Greater than 10 miles,null,Selected Unsuitable Terrain,Collision With Airport Hazard,29,5,5,50,950,null,1,COMWTH,REWN185,1134,PILOT ATTEMPTED TAKEOFF FROM A FRESHLY CUT HAYFIELD. STRUCK DITCH COLLAPSING LANDING GEAR.
11/21/1979,CA,MONTEREY,Hurricane,Day,null,null,Pilot/Miscellaneous Unsafe Actions,Fire or Explosion - On Ground,23,50,null,null,1600,null,2,RKWELL,500,null,"DURING HIGH SPEED GROUND RUN, RIGHT BRAKE OVERHEATED. LEAKING HYDRAULIC FLUID CAUGHT FIRE. NO DAMAGE RESULTED."
7/4/1978,NM,MOSQUERO,Light Snow,Dusk,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Other,null,168,null,null,570,null,1,BLANCA,7,null,PLANE STRUCK A CALF ON TOUCHDOWN AT A RANCH STRIP. LEFT GEAR WAS SHEARED AND PROP BENT.
2/9/1979,UT,ESCLANTE,Light Snow,Day,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Other,35,75,null,null,2400,null,1,CESSNA,U206,null,AIRCRAFT STRUCK SNOWBANK ON END OF RUNWAY WHILE ATTEMPTING TO LAND.
10/7/1979,DE,DOVER,Hurricane,Day,10,null,Failed to Correct for Drift,Collision With Other,27,11,11,38,152,null,1,CESSNA,172,1370,CROSSWIND LANDING. WIND EXCEEDED AIRCRAFT COMPONENT. SKIDDED OFF SIDE OF RUNWAY.WING HIT FUEL STANDPIPE.
2/3/1979,CA,TRACY,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,26,100,null,null,1200,null,1,BOEING,A75N1,null,"PILOT APPLIED BRAKES ACCIDENTLY, AIRCRAFT NOSED UP."
9/22/1979,KY,PADUCAH,Hurricane,Day,Greater than 10 miles,null,Improper Level Off,Stall,42,20,10,10,303,null,1,CESSNA,172,290,"PLT LEVELED OFF ACFT HIGH ON LNDG. ACFT LEFT WING STALLED, HIT RWY. ACFT DROPPED ON LANDING GEAR. VEERED OFF RWY."
6/12/1979,NJ,WOODBINE,Hurricane,Day,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Other,21,null,3,15,134,null,1,CESSNA,172,787,INADVERTENTLY TAXIED ON CLOSED RWY AFTER LNDG. HIT DEEP HOLE HIDDEN BY WEEDS.
7/10/1979,IN,TERRE HAUTE,Hurricane,Dusk,2,null,Full to Low Fuel,Controllable Collision With Ground,34,42,9,9,144,null,1,CESSNA,172,651,PILOT EXHUASTED FUEL AND ATTEMPTED EMERG. LANDING RESULTING IN CRASH.
2/10/1979,IL,SCHAUMBURG,Hurricane,Day,10,null,Failed to Correct for Drift,Loss of Directional Control - Ground Loop,40,307,1,1,407,null,1,CESSNA,172,120,PILOT LOST CONTROL ON TAKEOFF. SNOW ON RUNWAY.
3/17/1979,WA,SPOKANE,Hurricane,Day,null,null,null,Gear Collapse,31,100,null,null,3180,null,1,BLANCA,7,null,LANDING GEAR BROKE OFF DURING LANDING. FOUND METAL FATIGUE.
3/24/1978,NJ,ATLANTIC HIGHLA,Hurricane,Day,Greater than 10 miles,null,null,Forced Landing,56,500,null,null,700,null,1,CESSNA,182,null,EMERGENCY LANDING DUE TO A ROUGH ENGINE. A SPARK PLUG WAS VERY LOOSE.
9/20/1979,AK,LACE RIVER,Hurricane,Day,Greater than 10 miles,null,Aircraft Improperly Aligned With Runway,Collision With Trees,22,15,14,362,2523,null,1,CESSNA,172,298,LANDED ON SAND BAR. WING HIT TREES BORDERING RUNWAY. AIRCRAFT VEERED INTO AN EMBANKMENT.
10/13/1979,PA,STATE COLLEGE,Hurricane,Day,10,null,Misused or Failed to Use Emergency Gear,Gear Collapse,54,11,null,null,1502,null,2,PIPER,PA30,null,"PILOT DEPARTED WITH WEAK BATTERY, DID NOT GET GEAR SAFE INDICATION FOR LANDING. DID NOT USE MANUAL EXTENSION."
2/4/1978,OH,BLUFFTON,Hurricane,Night,7,null,Inadequate/Improper Preflight Planning/Preparation,Loss of Directional Control - Ground Loop,22,37,null,null,130,null,1,CESSNA,172,null,PILOT MAKING NIGHT LANDING ON AN UNCONTROLLED AIRPORT COVERED WITH SNOW AND ICE. LOST DIRECTIONAL CONTROL.
